province	province_id	division	ps_id	num	name	lat	lng	phone_mobile	phone_office	fax
Western	LK-1	Colombo Central	PS-1001	1	Pettah	6.9364411	79.84979849999999	071-8591555	011-2323677	011-2421515
Western	LK-1	Colombo Central	PS-1002	2	Keselwatta	6.934854	79.85893519999999	071-8591556	011-2384091	011-2421944
Western	LK-1	Colombo Central	PS-1003	3	Dam Street	6.938267499999999	79.8563798	071-8591557	-	011-2432612
Western	LK-1	Colombo Central	PS-1004	4	Woulfendal	6.9095122	79.89515639999999	071-8591558	-	011-2323356
Western	LK-1	Colombo Central	PS-1005	5	Fort	6.933400199999999	79.8428946	071-8591560	011-2432635	011-2433744
Western	LK-1	Colombo Central	PS-1006	6	Slave Island	6.927317	79.8490036	071-8591561	011-2384382	011-2433829
Western	LK-1	Colombo Central	PS-1007	7	Maradana	6.9279389	79.8654711	071-8591563	011-2692888	011-2692748
Western	LK-1	Colombo Central	PS-1008	8	Maligawatta	6.934132399999999	79.8563053	071-8591564	011-2342041	011-2434135
Western	LK-1	Colombo North	PS-1009	9	Colombo Harbour	6.9411632	79.84274289999999	071-8591567	011-2328903	011-2320980
Western	LK-1	Colombo North	PS-1010	10	Fore shore	6.949588899999999	79.8573546	071-8591568	011-2436349	011-2434595
Western	LK-1	Colombo North	PS-1011	11	Modara	6.9648458	79.8685442	071-8591570	011-2523058	011-2524411
Western	LK-1	Colombo North	PS-1012	12	Kotahena	6.950878599999999	79.86249579999999	071-8591571	011-2435653	011-2431861
Western	LK-1	Colombo North	PS-1013	13	Mattakkuliya	6.9760103	79.8797565	071-8591572	-	011-2521761
Western	LK-1	Colombo North	PS-1014	14	Bluemandal	6.9330754	79.857181	071-8591573	-	011-2522733
Western	LK-1	Colombo North	PS-1015	15	Grandpass	6.9490522	79.8729828	071-8591575	011-2436258	011-2421414
Western	LK-1	Colombo North	PS-1016	16	Dematagoda	6.9303851	79.8771612	071-8591576	011-2693319	011-2693838
Western	LK-1	Colombo South	PS-1017	17	Kollupitiya	6.9141145	79.849048	071-8591579	011-2320131	011-2323689
Western	LK-1	Colombo South	PS-1018	18	Bambalapitiya	6.8920723	79.8557755	071-8591580	011-2583208	011-2588680
Western	LK-1	Colombo South	PS-1019	19	Kirulapone	6.8781222	79.8741591	071-8591582	011-2514634	011-2513531
Western	LK-1	Colombo South	PS-1020	20	Wellawatta	6.8731075	79.86167019999999	071-8591583	011-2364860	011-2588212
Western	LK-1	Colombo South	PS-1021	21	Narahenpita	6.891832099999999	79.87671499999999	071-8591584	011-2588638	011-2368242
Western	LK-1	Colombo South	PS-1022	22	BMICH	6.9095122	79.89515639999999	071-8591586	011-2691140	011-2691132
Western	LK-1	Colombo South	PS-1023	23	Borella	6.9152663	79.8782896	071-8591587	011-2694019	011-2693938
Western	LK-1	Colombo South	PS-1024	24	Cinnamon Garden	6.9072887	79.86381899999999	071-8591588	011-2693377	011-2695411
Western	LK-1	Kelaniya	PS-1025	25	Peliyagoda	6.9551929	79.8861198	071-8591592	011-2910608	011-2911222
Western	LK-1	Kelaniya	PS-1026	26	Kelaniya	6.950251499999999	79.9174586	071-8591593	011-2914666	011-2911922
Western	LK-1	Kelaniya	PS-1027	27	Kandana	7.0488309	79.8974076	071-8591595	011-2236895	011-2236333
Western	LK-1	Kelaniya	PS-1028	28	Wattala	6.993713	79.89450610000002	071-8591596	011-2932222	011-2930222
Western	LK-1	Kelaniya	PS-1029	29	Mahabage	7.0147396	79.898434	071-8591597	-	011-2948469
Western	LK-1	Kelaniya	PS-1030	30	Sapugaskanda	6.970586	79.95358809999999	071-8591599	011-2400316	011-2400315
Western	LK-1	Kelaniya	PS-1031	31	Biyagama	6.962283999999999	80.0090367	071-8591600	011-2487306	011-2487574
Western	LK-1	Kelaniya	PS-1032	32	Meegahawatta	6.988968	80.000356	071-8591601	-	011-2977233
Western	LK-1	Kelaniya	PS-1033	33	Ja - Ela	7.0810553	79.8905036	071-8591603	011-2236131	011-2236222
Western	LK-1	Kelaniya	PS-1034	34	Ragama	7.0349751	79.9241477	071-8591604	011-2957197	011-2958222
Western	LK-1	Kelaniya	PS-1035	35	Kiribathgoda	6.978004599999999	79.929433	071-8591606	011-2910494	011-2914985
Western	LK-1	Kelaniya	PS-1036	36	Kadawatha	7.0015198	79.95003000000001	071-8591607	011-2925258	011-2925222
Western	LK-1	Gampaha	PS-1037	37	Gampaha	7.0877653	80.0122797	071-8591611	033-2222226	033-2222224
Western	LK-1	Gampaha	PS-1038	38	Minuwangoda	7.1742149	79.9578738	071-8591612	011-2295223	011-2295222
Western	LK-1	Gampaha	PS-1039	39	Kirindiwela	7.043010799999999	80.1204492	071-8591614	033-2267445	033-2267222
Western	LK-1	Gampaha	PS-1040	40	Dompe	6.9491115	80.0577271	071-8591615	011-2409922	011-2409222
Western	LK-1	Gampaha	PS-1041	41	Pugoda	6.982829799999999	80.1111894	071-8591616	011-2405222	011-2405224
Western	LK-1	Gampaha	PS-1042	42	Ganemulla	7.066803999999999	79.9597508	071-8591618	033-2260911	033-2260222
Western	LK-1	Gampaha	PS-1043	43	Weeragula	7.0971557	80.0603986	071-8591619	033-2278020	033-2279442
Western	LK-1	Gampaha	PS-1044	44	Weliweriya	7.0345099	80.0261137	071-8591620	033-2256105	033-2255222
Western	LK-1	Gampaha	PS-1045	45	Malwathuhiripitiya	7.0542877	80.0693652	071-8591621	-	033-2278800
Western	LK-1	Gampaha	PS-1046	46	Nittambuwa	7.1497258	80.10046009999999	071-8591623	033-2287225	033-2287224
Western	LK-1	Gampaha	PS-1047	47	Weyangoda	7.1440531	80.09551139999999	071-8591624	033-2287223	033-2287222
Western	LK-1	Gampaha	PS-1048	48	Meerigama	7.2451692	80.12864739999999	071-8591625	033-2274322	033-2273222
Western	LK-1	Gampaha	PS-1049	49	Pallewela	7.197364799999999	80.0948561	071-8592152	033-2271416	033-2271413
Western	LK-1	Gampaha	PS-1050	50	Yakkala	7.0766215	80.0206546	071-8592153	-	033-2225924
Western	LK-1	Negombo	PS-1051	51	Negombo	7.2247964	79.88001469999999	071-8591630	031-2224289	031-2222222
Western	LK-1	Negombo	PS-1052	52	Kochchikade	7.265049400000001	79.8570264	071-8591631	031-2276338	031-2277222
Western	LK-1	Negombo	PS-1053	53	Pamunugama	7.0788917	79.8596955	071-8591633	011-2243494	011-2236340
Western	LK-1	Negombo	PS-1054	54	Kotadeniyawa	7.2836433	80.0664895	071-8591634	033-2240050	033-2272222
Western	LK-1	Negombo	PS-1055	55	Diulapitiya	7.1742149	79.9578738	071-8591635	031-2247256	031-2246222
Western	LK-1	Negombo	PS-1056	56	Seeduwa	7.1287213	79.8773709	071-8591637	011-2253522	011-2253522
Western	LK-1	Negombo	PS-1057	57	Raddolugama	7.140613200000001	79.90024919999999	071-8591638	-	011-2292857
Western	LK-1	Negombo	PS-1058	58	Katunayaka	7.1658979	79.88260729999999	071-8591639	011-2252223	011-2252222
Western	LK-1	Negombo	PS-1060	60	Katana	7.2247964	79.88001469999999	071-8591710	031-2227740	031-2227735
Western	LK-1	Negombo	PS-1061	61	Dungalpitiya	7.139226499999999	79.8335427	071-8592186	031-2230889	031-2230888
Western	LK-1	Nugegoda	PS-1062	62	Mirihana	6.8737138	79.9017235	071-8591644	011-2854853	011-2828566
Western	LK-1	Nugegoda	PS-1063	63	Maharagama	6.8454219	79.92892839999999	071-8591645	011-2850700	011-2850222
Western	LK-1	Nugegoda	PS-1064	64	Boralesgamuwa	6.8413308	79.9012553	071-8591646	011-2150779	011-2509461
Western	LK-1	Nugegoda	PS-1065	65	Wellampitiya	6.937514299999999	79.89629819999999	071-8591648	011-2695719	011-2572222
Western	LK-1	Nugegoda	PS-1066	66	Thalangama	6.9108901	79.9293251	071-8591649	011-2789249	011-2788079
Western	LK-1	Nugegoda	PS-1067	67	Welikada	6.9095122	79.89515639999999	071-8591650	011-2864060	011-2862522
Western	LK-1	Nugegoda	PS-1068	68	Nawagamuwa	6.9251691	80.0172066	071-8591652	011-2415212	011-2415222
Western	LK-1	Nugegoda	PS-1069	69	Mulleriyawa	6.9271866	79.92910789999999	071-8591653	-	011-2578279
Western	LK-1	Nugegoda	PS-1070	70	Homagama	6.8361548	80.0034745	071-8591655	011-2855211	011-2855222
Western	LK-1	Nugegoda	PS-1071	71	Kottawa	6.8413325	79.9635531	071-8591656	-	011-2782760
Western	LK-1	Nugegoda	PS-1072	72	Athurugiriya	6.872311499999999	79.9961062	071-8591657	011-2561202	011-2561222
Western	LK-1	Nugegoda	PS-1073	73	Padukka	6.842194999999999	80.09247049999999	071-8591659	011-2859110	011-2859027
Western	LK-1	Nugegoda	PS-1074	74	Hanwella	6.900815499999999	80.0874955	071-8591660	036-2253982	036-2255222
Western	LK-1	Nugegoda	PS-1075	75	Gothatuwa	6.9226166	79.9134752	071-8592154	011-2411131	011-2411146
Western	LK-1	Nugegoda	PS-1076	76	Meepe	6.854507799999999	80.0544421	071-8592179	-	011-2175450
Western	LK-1	Mount Lavinia	PS-1077	77	Mount Lavinia	6.8250065	79.87009019999999	071-8591664	011-2729622	011-2738351
Western	LK-1	Mount Lavinia	PS-1078	78	Piliyandala	6.8021493	79.9225651	071-8591665	011-2614258	011-2614222
Western	LK-1	Mount Lavinia	PS-1079	79	Angulana	6.8057748	79.869788	071-8591666	-	011-2626357
Western	LK-1	Mount Lavinia	PS-1080	80	Dehiwala	6.850087599999999	79.8716965	071-8591668	011-2713322	011-2738222
Western	LK-1	Mount Lavinia	PS-1081	81	Kohuwala	6.8673173	79.8836484	071-8591669	011-2853929	011-2852621
Western	LK-1	Mount Lavinia	PS-1082	82	Moratuwa	6.7729491	79.8850477	071-8591671	011-2645215	011-2645222
Western	LK-1	Mount Lavinia	PS-1083	83	Kahathuduwa	6.7831484	79.9860139	071-8591672	011-2705544	011-2705233
Western	LK-1	Mount Lavinia	PS-1084	84	Moratumulla	6.787303499999999	79.89506469999999	071-8591673	-	011-2653143
Western	LK-1	Mount Lavinia	PS-1085	85	Egoda Uyana	6.725967700000001	79.90114489999999	071-8592180	-	011-2659796
Western	LK-1	Panadura	PS-1086	86	Panadura South	6.7209414	79.9073149	071-8591677	038-2232576	038-2232222
Western	LK-1	Panadura	PS-1087	87	Panadura North	6.7496727	79.9002474	071-8591678	038-2297804	038-2233204
Western	LK-1	Panadura	PS-1088	88	Wadduwa	6.6644027	79.9298512	071-8591679	038-2284855	038-2232522
Western	LK-1	Panadura	PS-1089	89	Bandaragama	6.7151786	79.98767420000001	071-8591681	038-2293922	038-2290222
Western	LK-1	Panadura	PS-1090	90	Anguruwatota	6.654997400000001	80.05818289999999	071-8591682	034-2251420	034-2251344
Western	LK-1	Panadura	PS-1091	91	Millaniya	6.681692099999999	80.0208468	071-8591683	034-2252722	034-2252222
Western	LK-1	Panadura	PS-1092	92	Horana	6.7146133	80.0690912	071-8591685	034-2261223	034-2261222
Western	LK-1	Panadura	PS-1093	93	Ingiriya	6.7436139	80.1750771	071-8591686	034-2269223	034-2269222
Western	LK-1	Panadura	PS-1094	94	Moragahahena	6.785840299999999	80.0652212	071-8591687	034-2253253	034-2254524
Western	LK-1	Panadura	PS-1095	95	Moronthuduwa	6.660211899999999	79.9728178	071-8592138	-	038-2295599
Western	LK-1	Kalutara	PS-1096	96	Kalutara South	6.584860099999999	79.96104319999999	071-8591691	034-2222226	034-2222223
Western	LK-1	Kalutara	PS-1097	97	Kalutara North	6.602049399999999	79.95604159999999	071-8591692	034-2237841	034-2237225
Western	LK-1	Kalutara	PS-1098	98	Payagala	6.5411438	79.9748549	071-8591694	034-2222751	034-2222750
Western	LK-1	Kalutara	PS-1099	99	Dodangoda	6.553374799999999	80.0235692	071-8591695	-	034-2281622
Western	LK-1	Kalutara	PS-1100	100	Aluthgama	6.4328421	79.9980319	071-8591697	034-2271350	034-2275222
Western	LK-1	Kalutara	PS-1101	101	Welipanna	6.4674282	80.1083135	071-8591698	-	034-2274423
Western	LK-1	Kalutara	PS-1102	102	Beruwala	6.4803295	79.98349759999999	071-8591699	034-2279966	034-2276322
Western	LK-1	Kalutara	PS-1103	103	Mathugama	6.520880699999999	80.117908	071-8591701	034-2247120	034-2247222
Western	LK-1	Kalutara	PS-1104	104	Bulathsinhala	6.6504248	80.17703	071-8591702	034-2282292	034-2283122
Western	LK-1	Kalutara	PS-1105	105	Thebuwana	6.654997400000001	80.05818289999999	071-8591703	-	034-2242122
Western	LK-1	Kalutara	PS-1106	106	Baduraliya	6.516756099999999	80.22671629999999	071-8591705	-	034-2244422
Western	LK-1	Kalutara	PS-1107	107	Meegahathenna	6.436941300000001	80.1942998	071-8591706	-	034-2284022
Western	LK-1	Kalutara	PS-1108	108	Thiniyawala	6.410453899999999	80.3286262	071-8591707	-	091-3783119
Western	LK-1	Kalutara	PS-1111	111	Mattegoda	6.815277	79.9721359	071-8592207	-	011-2783776
Central	LK-2	Kandy	PS-2001	1	Kandy	7.292947799999999	80.64236819999999	071-8591045	081-2222226	081-2222222
Central	LK-2	Kandy	PS-2002	2	Dalada Maligawa	7.292947799999999	80.64236819999999	071-8591046	-	081-2225722
Central	LK-2	Kandy	PS-2003	3	Katugastota	7.332014399999999	80.62300599999999	071-8591048	081-2499383	081-2499222
Central	LK-2	Kandy	PS-2004	4	Ankumbura	7.4388263	80.5719388	071-8591049	-	066-2240222
Central	LK-2	Kandy	PS-2005	5	Galagedara	7.3736827	80.52615449999999	071-8591050	-	081-2461222
Central	LK-2	Kandy	PS-2006	6	Hatharaliyadda	7.336886000000001	80.47181429999999	071-8591051	-	081-2464456
Central	LK-2	Kandy	PS-2007	7	Thalathuoya	7.251660099999999	80.68952809999999	071-8591054	-	081-2404384
Central	LK-2	Kandy	PS-2008	8	Hanguranketha	7.176511499999999	80.7773879	071-8591055	081-2369223	081-2369222
Central	LK-2	Kandy	PS-2009	9	Pallekele	7.279687999999999	80.6829453	071-8591056	-	081-2423157
Central	LK-2	Kandy	PS-2010	10	Peradeniya	7.267283399999999	80.6019012	071-8591058	081-2388033	081-2388222
Central	LK-2	Kandy	PS-2011	11	Daulagala	7.227282600000001	80.57440869999999	071-8591059	-	081-2315032
Central	LK-2	Kandy	PS-2012	12	Kadugannawa	7.256285499999999	80.5169075	071-8591060	081-2571416	081-2571222
Central	LK-2	Kandy	PS-2013	13	Alawathugoda	7.388279700000001	80.61882399999999	071-8591062	-	066-2244322
Central	LK-2	Kandy	PS-2014	14	Welambada	7.201767599999999	80.5441658	071-8592131	-	081-2077737
Central	LK-2	Kandy	PS-2015	15	Poojapitiya	7.3729379	80.5876189	071-8592130	-	081-2307230
Central	LK-2	Gampola	PS-2016	16	Gampola	7.1329414	80.56799	071-8591073	081-2352319	081-2352222
Central	LK-2	Gampola	PS-2017	17	Pussellawa	7.1153343	80.63555319999999	071-8591074	081-2478360	081-2478222
Central	LK-2	Gampola	PS-2018	18	Nawa Kurunduwatta	7.1263573	80.53028599999999	071-8591075	081-2357222	081-2350406
Central	LK-2	Gampola	PS-2019	19	Nawalapitiya	7.057354900000001	80.53607500000001	071-8591077	054-2222427	054-2222222
Central	LK-2	Gampola	PS-2020	20	Galaha	7.1960745	80.66996069999999	071-8591078	-	081-2467222
Central	LK-2	Matale	PS-2021	21	Matale	7.4627889	80.6262106	071-8591082	066-2222226	066-2222222
Central	LK-2	Matale	PS-2022	22	Rattota	7.5206842	80.67880869999999	071-8591083	066-2255224	066-2255222
Central	LK-2	Matale	PS-2023	23	Mahawela	7.5892475	80.6102695	071-8591084	-	066-2247222
Central	LK-2	Matale	PS-2024	24	Yatawatta	7.563527	80.56796709999999	071-8591085	-	066-2056888
Central	LK-2	Matale	PS-2025	25	Laggala	7.5496339	80.8354282	071-8591087	-	066-3669224
Central	LK-2	Matale	PS-2026	26	Naula	7.6920512	80.6496304	071-8591088	-	066-2246222
Central	LK-2	Matale	PS-2027	27	Wilgamuwa	7.5420122	80.9164957	071-8591089	-	066-2250092
Central	LK-2	Matale	PS-2028	28	Dambulla	7.862080300000001	80.6491662	071-8591091	066-2284703	066-2275222
Central	LK-2	Matale	PS-2029	29	Galewela	7.7632438	80.57414899999999	071-8591092	-	066-2289222
Central	LK-2	Matale	PS-2030	30	Sigiriya	7.9424301	80.73250209999999	071-8591093	-	066-2286222
Central	LK-2	Nuwaraeliya	PS-2031	31	Nuwaraeliya	6.9741478	80.7676274	071-8591097	052-2222226	052-2222222
Central	LK-2	Nuwaraeliya	PS-2032	32	Pudalu oya	6.9072887	79.86381899999999	071-8591098	051-2233422	051-2233222
Central	LK-2	Nuwaraeliya	PS-2033	33	Nanuoya	6.939691900000001	80.74418490000001	071-8591099	052-2222667	052-2222722
Central	LK-2	Nuwaraeliya	PS-2034	34	Kotmale	7.0636017	80.6850539	071-8591100	052-2259544	052-2259877
Central	LK-2	Nuwaraeliya	PS-2035	35	Kandapola	6.997489099999999	80.8236352	071-8591101	052-2229889	052-2229522
Central	LK-2	Nuwaraeliya	PS-2036	36	Thalawakale	6.9381982	80.66210520000001	071-8591103	052-2258579	052-2258222
Central	LK-2	Nuwaraeliya	PS-2037	37	Agarapathana	6.8838095	80.69283399999999	071-8591104	051-2230332	051-2230222
Central	LK-2	Nuwaraeliya	PS-2038	38	Lindula	6.9270273	80.68674419999999	071-8591105	052-2258411	052-2258340
Central	LK-2	Nuwaraeliya	PS-2039	39	Dimbulapathana	6.952216399999999	80.628292	071-8591106	051-2244427	051-2244222
Central	LK-2	Nuwaraeliya	PS-2040	40	Dayagama	6.8546425	80.7489183	071-8591107	-	051-2230003
Central	LK-2	Nuwaraeliya	PS-2041	41	Walapone	7.093347899999999	80.8625134	071-8591109	052-2279351	052-2279122
Central	LK-2	Nuwaraeliya	PS-2042	42	Ragala	7.0123475	80.858498	071-8591110	052-2265788	052-2265222
Central	LK-2	Nuwaraeliya	PS-2043	43	Udupussellawa	6.9582543	80.9302915	071-8591111	052-2269388	052-2269322
Central	LK-2	Nuwaraeliya	PS-2044	44	Maturata	7.0798732	80.8018711	071-8591112	052-2287445	052-2287022
Central	LK-2	Nuwaraeliya	PS-2045	45	Theripaha	7.074367	80.9182421	071-8591113	-	052-3527208
Central	LK-2	Nuwaraeliya	PS-2046	46	Mandaram Nuwara	7.038015199999999	80.7822146	071-8592125	-	052-3055557
Central	LK-2	Nuwaraeliya	PS-2047	47	Pattipola	6.8566204	80.8313855	071-8592127	-	011-3024227
Central	LK-2	Hatton	PS-2048	48	Hatton	6.8983949	80.5963669	071-8591117	051-2222520	051-2222222
Central	LK-2	Hatton	PS-2049	49	Watawala	6.9456909	80.5378812	071-8591118	-	051-2237022
Central	LK-2	Hatton	PS-2050	50	Ginigathhena	6.9891362	80.4940274	071-8591120	051-2242355	051-2242222
Central	LK-2	Hatton	PS-2051	51	Nortonbridge	6.913699299999999	80.5209768	071-8591121	051-2232206	051-2232222
Central	LK-2	Hatton	PS-2052	52	Nallathanni	7.0788917	79.8596955	071-8591122	052-2022500	052-2055522
