province	province_id	division	ps_id	num	name	lat	lng	phone_mobile	phone_office	fax
Eastern	LK-5	Kantale	PS-5045	45	Suriyapura	6.8731075	79.86167019999999	071-8591195	026-3208223	026-3208222
Eastern	LK-5	Kantale	PS-5046	46	Wan Ela	8.3561287	81.00773889999999	071-8591196	-	026-2234245
Eastern	LK-5	Kantale	PS-5047	47	Morawewa	8.6303168	81.031386	071-8591198	026-2225822	026-2227223
Eastern	LK-5	Kantale	PS-5048	48	Gomarankadawala	8.6744872	80.96755519999999	071-8591199	026-2255031	026-2255032
North Western	LK-6	Kurunagala	PS-6001	1	Kurunegala	7.485852400000001	80.3641373	071-8591247	037-2222226	037-2222222
North Western	LK-6	Kurunagala	PS-6002	2	Polgahawela	7.333281200000001	80.3003628	071-8591249	037-2243226	037-2243222
North Western	LK-6	Kurunagala	PS-6003	3	Alawwa	7.295909200000001	80.2427704	071-8591250	037-2278127	037-2278122
North Western	LK-6	Kurunagala	PS-6004	4	Pothuhera	7.416243299999999	80.327534	071-8591251	037-2237585	037-2237522
North Western	LK-6	Kurunagala	PS-6005	5	Wariyapola	7.6281286	80.24101859999999	071-8591253	037-2267226	037-2267222
North Western	LK-6	Kurunagala	PS-6006	6	Weerambugedara	7.476107400000001	80.2427968	071-8591254	037-2050222	037-2248019
North Western	LK-6	Kurunagala	PS-6007	7	Wellawa	7.5545227	80.3688956	071-8591255	037-2235101	037-2235062
North Western	LK-6	Kurunagala	PS-6008	8	Gokarella	7.595429599999999	80.480081	071-8591257	037-2250526	037-2250525
North Western	LK-6	Kurunagala	PS-6009	9	Mawathagama	7.432976200000001	80.4499041	071-8591258	037-2299269	037-2299222
North Western	LK-6	Kurunagala	PS-6010	10	Rideegama	7.5892475	80.6102695	071-8591259	037-2252023	037-2252022
North Western	LK-6	Kurunagala	PS-6011	11	Kumbukgatey	6.934132399999999	79.8563053	071-8592128	037-2264202	037-2264202
North Western	LK-6	Kuliyapitiya	PS-6012	12	Kuliyapitiya	7.4712048	80.0241391	071-8591263	037-2281223	037-2281222
North Western	LK-6	Kuliyapitiya	PS-6013	13	Narammala	7.4330921	80.21531759999999	071-8591265	037-2249060	037-2249222
North Western	LK-6	Kuliyapitiya	PS-6014	14	Pannala	7.327738	80.0217614	071-8591266	037-2246036	037-2246022
North Western	LK-6	Kuliyapitiya	PS-6015	15	Giriulla	7.334527	80.125021	071-8591267	037-2288026	037-2288022
North Western	LK-6	Kuliyapitiya	PS-6016	16	Hettipola	7.6067607	80.0816037	071-8591269	037-2291023	037-2291022
North Western	LK-6	Kuliyapitiya	PS-6017	17	Katupotha	7.531173	80.18743769999999	071-8591270	037-2247474	037-2247365
North Western	LK-6	Kuliyapitiya	PS-6018	18	Dummalasooriya	7.4938433	79.9124691	071-8591272	032-2240600	032-2240624
North Western	LK-6	Kuliyapitiya	PS-6019	19	Bingiriya	7.5967992	79.948965	071-8591273	-	032-2246165
North Western	LK-6	Nikaweratiya	PS-6020	20	Nikaweratiya	7.7426122	80.1211774	071-8591277	037-2260361	037-2260222
North Western	LK-6	Nikaweratiya	PS-6021	21	Kobeigane	7.6569338	80.1262828	071-8591278	-	037-2293024
North Western	LK-6	Nikaweratiya	PS-6022	22	Kotawehera	7.809000699999999	80.0779773	071-8591279	-	037-2260322
North Western	LK-6	Nikaweratiya	PS-6023	23	Rasnayakapura	7.776658299999998	80.0126915	071-8591280	-	037-2279974
North Western	LK-6	Nikaweratiya	PS-6024	24	Maho	7.8240007	80.2803799	071-8591282	037-2275223	037-2275222
North Western	LK-6	Nikaweratiya	PS-6025	25	Ambanpola	7.917017599999999	80.2438617	071-8591283	-	037-2253044
North Western	LK-6	Nikaweratiya	PS-6026	26	Polpithigama	7.835529299999999	80.4006371	071-8591284	-	037-2273130
North Western	LK-6	Nikaweratiya	PS-6027	27	Galgamuwa	8.0009324	80.27786669999999	071-8591286	-	037-2253022
North Western	LK-6	Nikaweratiya	PS-6028	28	Meegalewa	8.056704	80.3561631	071-8591287	-	025-2281222
North Western	LK-6	Nikaweratiya	PS-6029	29	Giribawa	8.117314	80.1890615	071-8591288	-	037-2553622
North Western	LK-6	Puttalam	PS-6030	30	Puttalam	8.0299041	79.8343957	071-8591292	032-2265422	032-2265222
North Western	LK-6	Puttalam	PS-6031	31	Anamaduwa	7.874851899999999	80.0131595	071-8591294	032-2263221	032-2263296
North Western	LK-6	Puttalam	PS-6032	32	Pallama	7.691904399999999	79.9225546	071-8591295	-	032-2224929
North Western	LK-6	Puttalam	PS-6033	33	Nawagaththegama	8.0028823	80.1065433	071-8591296	-	032-3323235
North Western	LK-6	Puttalam	PS-6034	34	Wanathawilluwa	8.188136799999999	79.8584474	071-8591298	-	032-3327461
North Western	LK-6	Puttalam	PS-6035	35	Karuwalagaswewa	8.0550657	79.95581729999999	071-8591299	-	032-2267927
North Western	LK-6	Puttalam	PS-6036	36	Saliyawewa	8.1926139	80.09136029999999	071-8591300	-	025-3851754
North Western	LK-6	Puttalam	PS-6037	37	Kalpitiya	8.2351449	79.7645665	071-8591302	032-2260112	032-2260423
North Western	LK-6	Puttalam	PS-6038	38	Mundal	7.8088595	79.82572940000001	0718591303	-	032-3327222
North Western	LK-6	Puttalam	PS-6039	39	Norochcholey	6.900777199999999	79.8726381	071-8592126	032-2268950	032-3297907
North Western	LK-6	Puttalam	PS-6040	40	Udappuwa	7.7596949	79.78851809999999	071-8592175	-	032-5687262
North Western	LK-6	Chilaw	PS-6041	41	Chilaw	7.5761973	79.7880033	071-8591307	032-2222221	032-2222222
North Western	LK-6	Chilaw	PS-6042	42	Madampe	7.494960499999999	79.84026759999999	071-8591308	032-2247222	032-2247622
North Western	LK-6	Chilaw	PS-6043	43	Marawila	7.4150751	79.8397762	071-8591310	032-2252262	032-2254222
North Western	LK-6	Chilaw	PS-6044	44	Koswatta	7.374527599999999	79.898302	071-8591311	-	031-2255223
North Western	LK-6	Chilaw	PS-6045	45	Wennappuwa	7.339622800000001	79.84301669999999	071-8591313	031-2255667	031-2255222
North Western	LK-6	Chilaw	PS-6046	46	Dankotuwa	7.300336700000001	79.88259459999999	071-8591314	031-2259400	031-2258222
North Western	LK-6	Chilaw	PS-6047	47	Arachchikattuwa	7.659439799999999	79.8377725	071-8592176	-	032-2259722
North Central	LK-7	Anuradhapura	PS-7001	1	Anuradapura	8.329752	80.4072654	071-8591203	025-2222229	025-2222222
North Central	LK-7	Anuradhapura	PS-7002	2	Hidogama	8.3157503	80.4203577	071-8591204	-	025-3254167
North Central	LK-7	Anuradhapura	PS-7003	3	Udamaluwa	8.3434445	80.399749	071-8591205	-	025-2221578
North Central	LK-7	Anuradhapura	PS-7004	4	Mihintale	8.3600624	80.5118895	071-8591206	-	025-2266522
North Central	LK-7	Anuradhapura	PS-7005	5	Kekirawa	8.0396925	80.5986497	071-8591208	025-2264226	025-2264222
North Central	LK-7	Anuradhapura	PS-7006	6	Thirappone	6.9072887	79.86381899999999	071-8591209	-	025-2050222
North Central	LK-7	Anuradhapura	PS-7007	7	Eppawala	8.149659999999999	80.4097267	071-8591211	-	025-2249122
North Central	LK-7	Anuradhapura	PS-7008	8	Galnewa	8.0377549	80.47713879999999	071-8591212	025-2269523	025-2269522
North Central	LK-7	Anuradhapura	PS-7009	9	Galkiriyagama	7.9332228	80.5636024	071-8591213	-	025-2052722
North Central	LK-7	Anuradhapura	PS-7010	10	Kebithigollawa	8.8371879	80.7571828	071-8591215	025-2298623	025-2298622
North Central	LK-7	Anuradhapura	PS-7011	11	Medawachchiya	8.5400063	80.4903228	071-8591216	025-2245888	025-2245622
North Central	LK-7	Anuradhapura	PS-7012	12	Padaviya	8.8371879	80.7571828	071-8591217	025-2253146	025-2253222
North Central	LK-7	Anuradhapura	PS-7013	13	Thambuttegama	8.1507725	80.29387410000001	071-8591219	025-2276223	025-2276222
North Central	LK-7	Anuradhapura	PS-7014	14	Rajangane	8.1325	80.2458333	071-8591220	025-3771842	025-3891500
North Central	LK-7	Anuradhapura	PS-7015	15	Nochchiyagama	8.2649177	80.2121751	071-8591221	-	025-2257822
North Central	LK-7	Anuradhapura	PS-7016	16	Thalawa	8.2286935	80.34582929999999	071-8591222	-	025-2276233
North Central	LK-7	Anuradhapura	PS-7017	17	Horowpathana	8.5538785	80.83073449999999	071-8591224	025-2277426	025-2278422
North Central	LK-7	Anuradhapura	PS-7018	18	Kahatagasdigiliya	8.4273281	80.6883493	071-8591225	-	025 - 2247422
North Central	LK-7	Anuradhapura	PS-7019	19	Thanthirimalaya	6.9095122	79.89515639999999	071-8591227	-	025-2245722
North Central	LK-7	Anuradhapura	PS-7020	20	Mahawilachchiya	8.4849868	80.19391089999999	071-8591228	-	025-2223322
North Central	LK-7	Anuradhapura	PS-7021	21	Galenbidunuwewa	8.290369799999999	80.71501049999999	071-8591229	-	025-2258222
North Central	LK-7	Anuradhapura	PS-7022	22	Ipalogama	8.0396925	80.5986497	071-8592124	-	025-2262322
North Central	LK-7	Anuradhapura	PS-7023	23	Parasangaswewa	8.6509806	80.3147589	071-8592157	-	025-3249322
North Central	LK-7	Anuradhapura	PS-7024	24	Moragoda	8.5400063	80.4903228	071-8592158	-	025-3248447
North Central	LK-7	Polonnaruwa	PS-7025	25	Polonnaruwa	7.924307499999999	81.03689469999999	071-8591233	027-2222226	027-2222222
North Central	LK-7	Polonnaruwa	PS-7026	26	Pulasthipura	8.028343099999999	81.0323758	071-8591234	-	027-2242470
North Central	LK-7	Polonnaruwa	PS-7027	27	Welikanda	7.946440600000001	81.2453811	071-8591235	027-2259098	027-2259143
North Central	LK-7	Polonnaruwa	PS-7028	28	Aralaganwila	7.785325100000001	81.18563189999999	071-8591236	027-2257222	027-2222221
North Central	LK-7	Polonnaruwa	PS-7029	29	Hingurakgoda	8.0488191	80.9657514	071-8591238	027-2246224	027-2246222
North Central	LK-7	Polonnaruwa	PS-7030	30	Medirigiriya	8.1508469	80.9844935	071-8591239	027-2448695	027-2248222
North Central	LK-7	Polonnaruwa	PS-7031	31	Habarana	8.039452299999999	80.7566816	071-8591241	066-2270722	066-2270022
North Central	LK-7	Polonnaruwa	PS-7032	32	Bakamuna	7.778789100000001	80.816102	071-8591242	066-2256889	066-2256622
North Central	LK-7	Polonnaruwa	PS-7033	33	Minneriya	8.0363413	80.9044887	071-8591243	027-2245422	027-2247222
Uva	LK-8	Badulla	PS-8001	1	Badulla	6.9913374	81.055246	071-8591511	055-2222226	055-2222222
Uva	LK-8	Badulla	PS-8002	2	Passara	6.9344812	81.15479619999999	071-8591513	055-2288114	055-2288222
Uva	LK-8	Badulla	PS-8003	3	Madolseema	7.0329161	81.16553979999999	071-8591514	-	055-2263822
Uva	LK-8	Badulla	PS-8004	4	Lunugala	7.0476915	81.2033898	071-8591515	-	055-2263922
Uva	LK-8	Badulla	PS-8005	5	Mahiyangane	7.334974600000001	80.9931083	071-8591517	-	055-2257222
Uva	LK-8	Badulla	PS-8006	6	Giradurukotte	7.4691384	81.0169384	071-8591518	-	027-2254222
Uva	LK-8	Badulla	PS-8007	7	Kandaketiya	7.1955512	81.0195804	071-8591519	-	055-2245622
Uva	LK-8	Badulla	PS-8008	8	Haliela	6.958216299999999	81.0344468	071-8592142	055-2295988	055-2295990
Uva	LK-8	Badulla	PS-8009	9	Redeemaliyadda / (Kanugolla)	7.214662199999999	81.1244923	071-8592141	-	055-2268117
Uva	LK-8	Bandarawela	PS-8010	10	Bandarawela	6.831526299999999	80.9867836	071-8591523	057-2222226	057-2222222
Uva	LK-8	Bandarawela	PS-8011	11	Ella	6.8766091	81.04827630000001	071-8591524	057-2228850	057-2228522
Uva	LK-8	Bandarawela	PS-8012	12	Welimada	6.900481399999999	80.9058094	071-8591526	057-2244700	057-2245222
Uva	LK-8	Bandarawela	PS-8013	13	Uvaparanagama	6.958341099999999	80.93036440000002	071-8591527	057-2232727	057-2232765
Uva	LK-8	Bandarawela	PS-8014	14	Etempitiya	6.9582543	80.9302915	071-8591528	055-2295466	055-2294965
Uva	LK-8	Bandarawela	PS-8015	15	Haputale	6.767652699999999	80.95721809999999	071-8591530	057-2268700	057-2268022
Uva	LK-8	Bandarawela	PS-8016	16	Diyathalawa	6.806036600000001	80.9602524	071-8591531	057-2229977	057-2229022
Uva	LK-8	Bandarawela	PS-8017	17	Koslanda	6.7365885	81.016126	071-8591532	-	057-2257848
Uva	LK-8	Bandarawela	PS-8019	19	Bogahakumbura	6.8536002	80.8667876	071-8592160	057-2280119	057-2281221
Uva	LK-8	Monaragala	PS-8021	21	Monaragala	6.869866099999999	81.3481058	071-8591536	055-2276223	055-2276222
Uva	LK-8	Monaragala	PS-8022	22	Siyambalanduwa	6.9068508	81.5475976	071-8591537	-	055-2279222
Uva	LK-8	Monaragala	PS-8023	23	Dambagalla	6.978805599999999	81.37203690000001	071-8591538	-	055-2275222
Uva	LK-8	Monaragala	PS-8024	24	Athimale	6.9072887	79.86381899999999	071-8591539	-	055-2275622
Uva	LK-8	Monaragala	PS-8025	25	Bibila	7.165232400000001	81.2254634	071-8591541	-	055-2265422
Uva	LK-8	Monaragala	PS-8026	26	Medagama	7.0336078	81.2767075	071-8591542	-	055-2266522
Uva	LK-8	Monaragala	PS-8027	27	Buttala	6.7624985	81.25044539999999	071-8591543	055-2276223	055-2273922
Uva	LK-8	Monaragala	PS-8028	28	Badalkumbura	6.889016799999999	81.235441	071-8591544	-	055-2250222
Uva	LK-8	Monaragala	PS-8029	29	Gonaganara	6.6255617	81.2691763	071-8591545	-	055-3594169
Uva	LK-8	Monaragala	PS-8030	30	wellawaya	6.7308045	81.100708	071-8591547	055-2274578	055-2274822
Uva	LK-8	Monaragala	PS-8031	31	Thanamalwila	6.4376956	81.1310506	071-8591549	047-2285022	047-2234022
Uva	LK-8	Monaragala	PS-8032	32	Hambegamuwa	6.5457911	80.9478664	071-8591550	-	047-3620033
Uva	LK-8	Monaragala	PS-8033	33	Mahakalugolla	6.752004299999999	81.7934904	071-8592132	-	055-5613106
Uva	LK-8	Monaragala	PS-8034	34	Kudaoya	6.5237773	81.123696	071-8592133	-	055-3590731
Uva	LK-8	Monaragala	PS-8035	35	Okkampitiya	6.7510721	81.3066468	071-8592134	-	055-3597895
Uva	LK-8	Monaragala	PS-8036	36	Karandugala	6.934132399999999	79.8563053	071-8592135	-	055-3050922
Uva	LK-8	Monaragala	PS-8037	37	14 Miles (Govindapura)	6.9152663	79.8782896	071-8592136	-	055-3590727
Sabaragamuwa	LK-9	Ratnapura	PS-9001	1	Ratnapura	6.6794555	80.4022301	071-8591385	045-2222897	045-2222222
Sabaragamuwa	LK-9	Ratnapura	PS-9002	2	Wewalwatta	6.7072018	80.5555693	071-8591386	-	045-2226122
Sabaragamuwa	LK-9	Ratnapura	PS-9003	3	Balangoda	6.6494742	80.70027639999999	071-8591388	045-2287422	045-2287222
Sabaragamuwa	LK-9	Ratnapura	PS-9004	4	Opanayaka	6.608518999999999	80.6192851	071-8591389	-	045-2270122
Sabaragamuwa	LK-9	Ratnapura	PS-9005	5	Kaltota	6.6494742	80.70027639999999	071-8591390	-	047-3489291
Sabaragamuwa	LK-9	Ratnapura	PS-9006	6	Weligepola	6.5964259	80.72369479999999	071-8591391	045-2227122	045-2227222
Sabaragamuwa	LK-9	Ratnapura	PS-9007	7	Kahawatta	6.591433899999999	80.56892959999999	071-8591393	045-2270488	045-2270822
Sabaragamuwa	LK-9	Ratnapura	PS-9008	8	Rakwana	6.4701332	80.6136843	071-8591394	045-2246231	045-2246222
Sabaragamuwa	LK-9	Ratnapura	PS-9009	9	Ayagama	6.6377266	80.3125537	071-8591397	-	045-2250122
Sabaragamuwa	LK-9	Ratnapura	PS-9010	10	Kalawana	6.5307378	80.3907193	071-8591398	045-2255922	045-2255222
Sabaragamuwa	LK-9	Ratnapura	PS-9011	11	Nivithigala	6.5927653	80.4594925	071-8591399	045-2279223	045-2279222
Sabaragamuwa	LK-9	Ratnapura	PS-9012	12	Kuruwita	6.7788391	80.364712	071-8591401	045-2262223	045-2262222
Sabaragamuwa	LK-9	Ratnapura	PS-9013	13	Ehaliyagoda	6.854602799999999	80.2604459	071-8591402	036-2258390	036-2258222
Sabaragamuwa	LK-9	Ratnapura	PS-9014	14	Kiriella	6.735338199999999	80.276481	071-8591403	-	045-2265822
Sabaragamuwa	LK-9	Ratnapura	PS-9015	15	Pinnawala	7.299942600000001	80.38660380000002	071-8592108	-	0113024301
Sabaragamuwa	LK-9	Ratnapura	PS-9016	16	Siripagama	6.7835867	80.4322004	071-8592144	045-3451122	045-3471122
Sabaragamuwa	LK-9	Ratnapura	PS-9017	17	Pelmadulla	6.6326917	80.5213148	071-8592145	-	045-2276322
Sabaragamuwa	LK-9	Kagalle	PS-9018	18	Kegalle	7.255927999999999	80.3531564	071-8591413	035-2222226	035-2222222
Sabaragamuwa	LK-9	Kagalle	PS-9019	19	Wrakapola	7.2274882	80.1996961	071-8591414	035-2267967	035-2267222
Sabaragamuwa	LK-9	Kagalle	PS-9020	20	Aranayaka	7.1865055	80.4552734	071-8591415	-	035-2258022
Sabaragamuwa	LK-9	Kagalle	PS-9021	21	Dedigama	7.204340999999999	80.261769	071-8591417	-	035-2282126
Sabaragamuwa	LK-9	Kagalle	PS-9022	22	Mawanella	7.2569656	80.44591249999999	071-8591418	035-2247222	035-2246222
Sabaragamuwa	LK-9	Kagalle	PS-9023	23	Rambukkana	7.324319	80.38780779999999	071-8591419	035-2265333	035-3265222
Sabaragamuwa	LK-9	Kagalle	PS-9024	24	Pindeniya	7.1564856	80.2950919	071-8591421	-	035-2289022
Sabaragamuwa	LK-9	Kagalle	PS-9025	25	Hemmathagama	7.175401799999999	80.5002916	071-8591422	035-2257116	035-2257622
Sabaragamuwa	LK-9	Seethawakapura	PS-9026	26	Awissawella	6.947538499999999	80.2154216	071-8591425	036-2222380	036-2222222
Sabaragamuwa	LK-9	Seethawakapura	PS-9027	27	Kosgama	6.9465971	80.1378687	071-8591426	036-2255026	036-2255022
Sabaragamuwa	LK-9	Seethawakapura	PS-9028	28	Deraniyagala	6.935815499999999	80.33499809999999	071-8591427	-	036-2249222
Sabaragamuwa	LK-9	Seethawakapura	PS-9029	29	Ruwanwella	7.046188799999999	80.2541736	071-8591429	036-2267522	036-2266222
Sabaragamuwa	LK-9	Seethawakapura	PS-9030	30	Yatiyantota	7.0272068	80.2907529	071-8591430	-	036-2270224
Sabaragamuwa	LK-9	Seethawakapura	PS-9031	31	Kithulgala	6.9951078	80.4124868	071-8591431	-	036-2287522
Sabaragamuwa	LK-9	Seethawakapura	PS-9032	32	Bulathkohupitiya	7.1066843	80.3347002	071-8591432	-	036-2247222
Sabaragamuwa	LK-9	Embilipitiya	PS-9033	33	Godakawela	6.502239599999999	80.65564239999999	071-8591395	045-2240323	045-2240222
Sabaragamuwa	LK-9	Embilipitiya	PS-9034	34	Udawalawa	6.422660500000001	80.8142934	071-8591409	-	047-3472222
Sabaragamuwa	LK-9	Embilipitiya	PS-9035	35	Kolonna	6.401940499999999	80.687615	071-8591407	-	045-2260222
Sabaragamuwa	LK-9	Embilipitiya	PS-9036	36	Panamure	6.401940499999999	80.687615	071-8591408	-	047-3489294
Sabaragamuwa	LK-9	Embilipitiya	PS-9037	37	Embilipitiya	6.3219927	80.844883	071-8591405	047-2230223	047-2230222
Sabaragamuwa	LK-9	Embilipitiya	PS-9038	38	Kuttigala	6.260474599999999	80.90738859999999	071-8591406	-	047-3489290
Sabaragamuwa	LK-9	Embilipitiya	PS-9039	39	Sewanagala	6.3606627	80.9185553	071-8591548	047-2231321	047-2231322