dsd_id,dsd_name,min_duration
LK-1106,Kolonnawa,0.30277777777777776
LK-1103,Colombo,0.31166666666666665
LK-1109,Kaduwela,0.30694444444444446
LK-1121,Maharagama,0.2911111111111111
LK-1124,Sri Jayawardanapura Kotte,0.2513888888888889
LK-1127,Thimbirigasyaya,0.26416666666666666
LK-1130,Dehiwala,0.2127777777777778
LK-1131,Ratmalana,0.2127777777777778
LK-1136,Kesbewa,0.29944444444444446
LK-1218,Wattala,0.2836111111111111
LK-1221,Ja-Ela,0.2836111111111111
LK-1233,Mahara,0.25305555555555553
LK-1236,Kelaniya,0.30277777777777776
LK-1239,Biyagama,0.2925
LK-1112,Homagama,0.45444444444444443
LK-1133,Moratuwa,0.37333333333333335
LK-1224,Gampaha,0.25305555555555553
LK-1115,Seethawaka,0.5511111111111111
LK-1118,Padukka,0.4263888888888889
LK-1230,Dompe,0.5236111111111111
LK-1309,Horana,0.4811111111111111
LK-1303,Panadura,0.3472222222222222
LK-1306,Bandaragama,0.3472222222222222
LK-1310,Ingiriya,0.4263888888888889
LK-1318,Millaniya,0.3333333333333333
LK-9103,Eheliyagoda,0.29333333333333333
LK-9221,Ruwanwella,0.5727777777777778
LK-9230,Dehiovita,0.7711111111111111
LK-9109,Kiriella,0.29333333333333333
LK-1321,Kalutara,0.38
LK-1206,Katana,0.2563888888888889
LK-1203,Negombo,0.2563888888888889
LK-1209,Divulapitiya,0.4811111111111111
LK-1215,Minuwangoda,0.2997222222222222
LK-6245,Wennappuwa,0.2833333333333333
LK-6248,Dankotuwa,0.29138888888888886
LK-1212,Mirigama,0.4702777777777778
LK-1227,Attanagalla,0.4702777777777778
LK-6178,Pannala,0.43583333333333335
LK-6184,Alawwa,0.31555555555555553
LK-9218,Warakapola,0.46555555555555556
LK-1315,Madurawala,0.3333333333333333
LK-1327,Dodangoda,0.44222222222222224
LK-1312,Bulathsinhala,0.4897222222222222
LK-9130,Ayagama,0.6133333333333333
LK-1333,Agalawatta,0.38861111111111113
LK-1336,Palindanuwara,0.38861111111111113
LK-1330,Mathugama,0.45166666666666666
LK-1324,Beruwala,0.44222222222222224
LK-3103,Bentota,0.3552777777777778
LK-1339,Walallavita,0.4938888888888889
LK-9127,Elapatha,0.7605555555555555
LK-3106,Balapitiya,0.3552777777777778
LK-3109,Karandeniya,0.3638888888888889
LK-3112,Elpitiya,0.35888888888888887
LK-3115,Niyagama,0.35888888888888887
LK-2106,Pujapitiya,0.44333333333333336
LK-2103,Thumpane,0.2897222222222222
LK-2109,Akurana,0.3825
LK-2112,Pathadumbara,0.3883333333333333
LK-2130,Kandy Four Gravets & Gangawata Korale,0.6455555555555555
LK-2133,Harispattuwa,0.47694444444444445
LK-2134,Hatharaliyadda,0.2897222222222222
LK-2136,Yatinuwara,0.4825
LK-2139,Udunuwara,0.4825
LK-2233,Ukuwela,0.3825
LK-6157,Mallawapitiya,0.39916666666666667
LK-6160,Mawathagama,0.42083333333333334
LK-6163,Rideegama,0.6722222222222223
LK-9203,Rambukkana,0.5619444444444445
LK-9206,Mawanella,0.3463888888888889
LK-2115,Panvila,0.7702777777777777
LK-2127,Kundasale,0.3883333333333333
LK-2215,Yatawatta,0.34833333333333333
LK-2218,Matale,0.34833333333333333
LK-2230,Rattota,0.58
LK-2124,Medadumbara,0.9472222222222222
LK-2145,Pathahewaheta,0.7383333333333333
LK-2148,Deltota,0.9744444444444444
LK-2118,Udadumbara,0.7530555555555556
LK-2221,Ambanganga Korale,0.5597222222222222
LK-2121,Minipe,0.7530555555555556
LK-8103,Mahiyanganaya,0.9147222222222222
LK-2306,Hanguranketha,0.8986111111111111
LK-2142,Doluwa,0.6391666666666667
LK-2151,Udapalatha,0.6391666666666667
LK-6187,Polgahawela,0.45944444444444443
LK-9209,Aranayaka,0.3463888888888889
LK-9212,Kegalle,0.4738888888888889
LK-2154,Ganga Ihala Korale,0.8358333333333333
LK-2157,Pasbage Korale,1.0077777777777779
LK-2303,Kothmale,1.1708333333333334
LK-9224,Bulathkohupitiya,1.0775
LK-2315,Ambagamuwa,1.4047222222222222
LK-9227,Yatiyanthota,1.1666666666666667
LK-9233,Deraniyagala,1.1130555555555555
LK-2206,Dambulla,0.55
LK-2203,Galewela,0.55
LK-2209,Naula,0.6488888888888888
LK-2212,Pallepola,0.5908333333333333
LK-6127,Polpithigama,0.7222222222222222
LK-6130,Ibbagamuwa,0.6163888888888889
LK-7166,Palagala,0.6366666666666667
LK-7218,Elahera,0.6125
LK-2224,Laggala-Pallegama,0.6725
LK-2227,Wilgamuwa,0.6725
LK-5203,Dehiattakandiya,0.9936111111111111
LK-2312,Nuwara Eliya,1.4047222222222222
LK-2309,Walapane,0.9177777777777778
LK-8112,Kandaketiya,0.9902777777777778
LK-8115,Soranathota,0.5719444444444445
LK-8127,Uva Paranagama,1.3825
LK-8130,Welimada,0.6147222222222222
LK-3133,Ambalangoda,0.41694444444444445
LK-3130,Welivitiya-Divithura,0.4741666666666667
LK-3134,Gonapeenuwala,0.15805555555555556
LK-3136,Hikkaduwa,0.15805555555555556
LK-3124,Nagoda,0.5683333333333334
LK-3127,Baddegama,0.36833333333333335
LK-3118,Thawalama,0.5672222222222222
LK-3121,Neluwa,0.6075
LK-3203,Pitabeddara,0.5672222222222222
LK-3206,Kotapola,0.5911111111111111
LK-9133,Kalawana,1.1783333333333332
LK-3139,Galle Four Gravets,0.23416666666666666
LK-3142,Bope-Poddala,0.23416666666666666
LK-3145,Akmeemana,0.3025
LK-3148,Yakkalamulla,0.44916666666666666
LK-3151,Imaduwa,0.2713888888888889
LK-3218,Akuressa,0.3441666666666667
LK-3154,Habaraduwa,0.2713888888888889
LK-3221,Welipitiya,0.2852777777777778
LK-3215,Athuraliya,0.3441666666666667
LK-3224,Malimbada,0.3233333333333333
LK-3239,Weligama,0.36333333333333334
LK-3209,Pasgoda,0.5911111111111111
LK-3212,Mulatiyana,0.3888888888888889
LK-3324,Katuwana,0.3647222222222222
LK-9151,Kolonna,1.0277777777777777
LK-3325,Walasmulla,0.22
LK-3327,Okewela,0.22
LK-3227,Kamburupitiya,0.305
LK-3230,Hakmana,0.19833333333333333
LK-3233,Kirinda Puhulwella,0.19833333333333333
LK-3236,Thihagoda,0.305
LK-3242,Matara Four Gravets,0.22333333333333333
LK-3245,Devinuwara,0.22333333333333333
LK-3248,Dickwella,0.25
LK-3330,Beliatta,0.37527777777777777
LK-3321,Weeraketiya,0.445
LK-3333,Tangalle,0.3863888888888889
LK-3306,Lunugamvehera,0.5769444444444445
LK-3303,Sooriyawewa,0.6066666666666667
LK-3312,Hambantota,0.5769444444444445
LK-3315,Ambalantota,0.5758333333333333
LK-8233,Sevanagala,0.6005555555555555
LK-3318,Angunakolapelessa,0.46055555555555555
LK-9148,Embilipitiya,0.6005555555555555
LK-4104,Karainagar,0.2325
LK-4103,Island North (Kayts),0.44722222222222224
LK-4106,Valikamam West (Chankanai),0.20472222222222222
LK-4109,Valikamam South-West (Sandilipay),0.20472222222222222
LK-4139,Island South (Velanai),0.4588888888888889
LK-4112,Valikamam North (Tellipallai),0.22277777777777777
LK-4115,Valikamam South (Uduvil),0.22277777777777777
LK-4136,Jaffna,0.2013888888888889
LK-4118,Valikamam East (Kopay),0.33166666666666667
LK-4133,Nallur,0.2013888888888889
LK-4121,Vadamaradchi South-West (Karaveddy),0.24583333333333332
LK-4127,Vadamaradchi North (Point Pedro),0.24583333333333332
LK-4130,Thenmaradchi (Chavakachcheri),0.3466666666666667
LK-4503,Pachchilaipalli,0.3763888888888889
LK-4124,Vadamaradchi East,0.3763888888888889
LK-4506,Kandavalai,0.48194444444444445
LK-4212,Nanattan,0.8938888888888888
LK-4203,Mannar Town,0.8938888888888888
LK-4312,Vengalacheddikulam,0.6227777777777778
LK-4209,Madhu,0.8516666666666667
LK-4412,Oddusuddan,0.7361111111111112
LK-4303,Vavuniya North,0.7361111111111112
LK-4418,Welioya,0.4525
LK-4309,Vavuniya,0.2788888888888889
LK-4306,Vavuniya South,0.2788888888888889
LK-7109,Medawachchiya,0.3322222222222222
LK-4406,Manthai East,0.8394444444444444
LK-4403,Thunukkai,0.8394444444444444
LK-4509,Karachchi,0.48277777777777775
LK-4409,Puthukkudiyiruppu,1.1058333333333332
LK-4415,Maritimepattu,1.0908333333333333
LK-5303,Padavi Sri Pura,0.44055555555555553
LK-7103,Padaviya,0.42388888888888887
LK-5104,Koralai Pattu Central,0.20916666666666667
LK-5109,Koralai Pattu (Valachchenai),0.2386111111111111
LK-5106,Koralai PattuÂ  West (Oddamavadi),0.20916666666666667
LK-5110,Koralai Pattu South (Kiran),1.1425
LK-5115,Eravur Town,0.2911111111111111
LK-5112,Eravur Pattu,0.5352777777777777
LK-5121,Manmunai West,0.4847222222222222
LK-5118,Manmunai North,0.2536111111111111
LK-5124,Kattankudy,0.18694444444444444
LK-5127,Manmunai Pattu (Araipattai),0.18694444444444444
LK-5130,Manmunai South-West,0.24138888888888888
LK-5133,Porativu Pattu,0.29138888888888886
LK-5136,Manmunai South & Eruvil pattu,0.29138888888888886
LK-5212,Uhana,0.6430555555555556
LK-5216,Navithanveli,0.2588888888888889
LK-5221,Kalmunai Tamil Division,0.17555555555555555
LK-5224,Kalmunai,0.17555555555555555
LK-5225,Sainthamaruthu,0.12083333333333333
LK-5227,Karaitheevu,0.12083333333333333
LK-5218,Samanthurai,0.32666666666666666
LK-5230,Ninthavur,0.15222222222222223
LK-5209,Mahaoya,0.7177777777777777
LK-5206,Padiyathalawa,0.7177777777777777
LK-5215,Ampara,0.7883333333333333
LK-5234,Irakkamam,0.20972222222222223
LK-5242,Damana,0.39166666666666666
LK-5233,Addalachchenai,0.2425
LK-5236,Akkaraipattu,0.20972222222222223
LK-5239,Alayadiwembu,0.33611111111111114
LK-5245,Thirukkovil,0.6047222222222223
LK-5248,Pothuvil,0.8313888888888888
LK-7106,Kebithigollewa,0.42388888888888887
LK-5309,Gomarankadawala,0.41638888888888886
LK-5306,Kuchchaveli,0.41638888888888886
LK-5312,Morawewa,0.4716666666666667
LK-5318,Thambalagamuwa,0.585
LK-7124,Horowpothana,0.6961111111111111
LK-5324,Kinniya,0.5719444444444445
LK-5315,Trincomalee Town and Gravets,0.5719444444444445
LK-5327,Muttur,0.6461111111111111
LK-7206,Medirigiriya,0.6033333333333334
LK-5321,Kanthale,1.676388888888889
LK-5330,Seruvila,0.5738888888888889
LK-5333,Verugal (Eachchilampattu),0.5738888888888889
LK-6106,Galgamuwa,0.32166666666666666
LK-6103,Giribawa,0.3861111111111111
LK-6212,Nawagattegama,0.4
LK-7142,Rajanganaya,0.3861111111111111
LK-7145,Thambuttegama,0.38861111111111113
LK-6109,Ehetuwewa,0.43222222222222223
LK-6112,Ambanpola,0.32166666666666666
LK-7148,Thalawa,0.47583333333333333
LK-7163,Galnewa,0.4563888888888889
LK-6124,Maho,0.39555555555555555
LK-6115,Kotavehera,0.535
LK-6121,Nikaweratiya,0.4880555555555556
LK-6118,Rasnayakapura,0.42916666666666664
LK-6224,Anamaduwa,0.6219444444444444
LK-6139,Kobeigane,0.4666666666666667
LK-6142,Bingiriya,0.39194444444444443
LK-6221,Mahakumbukkadawala,0.5422222222222223
LK-6227,Pallama,0.42916666666666664
LK-6136,Wariyapola,0.3408333333333333
LK-6133,Ganewatta,0.4986111111111111
LK-6151,Maspotha,0.3322222222222222
LK-6149,Bamunakotuwa,0.2875
LK-6154,Kurunegala,0.3322222222222222
LK-6145,Panduwasnuwara West,0.39194444444444443
LK-6148,Panduwasnuwara East,0.4533333333333333
LK-6172,Kuliyapitiya West,0.3561111111111111
LK-6175,Udubaddawa,0.3561111111111111
LK-6230,Arachchikattuwa,0.43555555555555553
LK-6233,Chilaw,0.42055555555555557
LK-6236,Madampe,0.2752777777777778
LK-6169,Kuliyapitiya East,0.31555555555555553
LK-6166,Weerambugedara,0.2875
LK-6181,Narammala,0.31555555555555553
LK-6239,Mahawewa,0.22555555555555556
LK-6242,Nattandiya,0.22555555555555556
LK-9215,Galigamuwa,0.46555555555555556
LK-6206,Vanathawilluwa,1.5741666666666667
LK-6203,Kalpitiya,1.5741666666666667
LK-6209,Karuwalagaswewa,0.35194444444444445
LK-6215,Puttalam,0.35194444444444445
LK-6218,Mundel,0.44
LK-7118,Rambewa,0.4686111111111111
LK-7133,Nuwaragam Palatha East,0.3427777777777778
LK-7115,Nuwaragam Palatha Central,0.6997222222222222
LK-7121,Kahatagasdigiliya,0.6183333333333333
LK-7130,Mihinthale,0.4608333333333333
LK-7127,Galenbindunuwewa,0.6183333333333333
LK-7157,Palugaswewa,0.6502777777777777
LK-7136,Nachchaduwa,0.3427777777777778
LK-7151,Thirappane,0.3972222222222222
LK-7139,Nochchiyagama,1.0594444444444444
LK-7160,Ipalogama,0.47833333333333333
LK-7154,Kekirawa,0.47833333333333333
LK-7203,Hingurakgoda,0.7041666666666667
LK-7209,Lankapura,0.6033333333333334
LK-7215,Thamankaduwa,0.7041666666666667
LK-7210,Welikanda,0.8966666666666666
LK-8106,Rideemaliyadda,0.7969444444444445
LK-8203,Bibile,0.6272222222222222
LK-8121,Badulla,0.5719444444444445
LK-8124,Hali-Ela,0.5747222222222222
LK-8118,Passara,0.5975
LK-8119,Lunugala,1.1913888888888888
LK-8136,Ella,0.44472222222222224
LK-8209,Medagama,0.6272222222222222
LK-8218,Badalkumbura,1.2566666666666666
LK-8133,Bandarawela,0.3552777777777778
LK-8139,Haputale,0.3552777777777778
LK-8142,Haldummulla,0.8925
LK-8215,Moneragala,0.7691666666666667
LK-8212,Siyambalanduwa,0.7691666666666667
LK-8224,Buttala,0.9316666666666666
LK-8221,Wellawaya,0.6261111111111111
LK-8230,Thanamalvila,0.6261111111111111
LK-9106,Kuruvita,0.6002777777777778
LK-9112,Ratnapura,0.7936111111111112
LK-9124,Pelmadulla,0.4286111111111111
LK-9136,Nivithigala,0.88
LK-9121,Opanayake,0.4286111111111111
LK-9118,Balangoda,0.6533333333333333
LK-9142,Godakawela,0.5913888888888889
LK-9145,Weligepola,0.8077777777777778
LK-9139,Kahawatta,0.5913888888888889